Date,Open,High,Low,Close,Volume,Adj Close
2010-10-01,3722.93,3894.91,3638.34,3833.50,127500000,3833.50
2010-09-01,3507.87,3824.98,3478.85,3715.18,145622100,3715.18
2010-08-02,3675.88,3802.94,3414.84,3490.79,120116600,3490.79
2010-07-01,3386.79,3720.63,3321.35,3643.14,147450000,3643.14
2010-06-01,3481.66,3759.54,3343.59,3442.89,169565000,3442.89
2010-05-03,3796.79,3847.21,3287.57,3507.56,228117000,3507.56
2010-04-01,3996.53,4086.00,3749.53,3816.99,149747900,3816.99
2010-03-01,3739.56,4028.64,3724.84,3974.01,131243300,3974.01
2010-02-01,3713.17,3831.38,3545.91,3708.80,167430000,3708.80
2010-01-04,3952.21,4088.18,3688.79,3739.46,136649300,3739.46
2009-12-01,3720.28,3976.92,3714.78,3936.33,98437600,3936.33
2009-11-02,3603.64,3868.16,3549.65,3680.15,143666400,3680.15
2009-10-01,3802.03,3913.81,3600.46,3607.69,165138100,3607.69
2009-09-01,3676.95,3856.67,3535.49,3795.41,159188500,3795.41
2009-08-03,3427.45,3724.34,3396.60,3653.54,130068200,3653.54
2009-07-01,3163.53,3455.51,2957.83,3426.27,130058100,3426.27
2009-06-01,3339.38,3399.59,3097.39,3140.44,138719000,3140.44
2009-05-04,3180.26,3355.95,3115.27,3277.65,160165400,3277.65
2009-04-01,2792.59,3194.25,2741.27,3159.85,181685400,3159.85
2009-03-02,2632.92,2918.23,2465.46,2807.34,188422500,2807.34
2009-02-02,2929.19,3146.69,2644.19,2702.48,164900200,2702.48
2009-01-02,3240.75,3426.04,2770.09,2973.92,157888100,2973.92
2008-12-01,3261.33,3342.84,2956.75,3217.97,127631400,3217.97
2008-11-03,3513.12,3691.09,2838.50,3262.68,183280700,3262.68
2008-10-01,4071.39,4112.24,2959.29,3487.07,277218000,3487.07
2008-09-01,4455.59,4558.56,3844.63,4032.10,230636800,4032.10
2008-08-01,4345.01,4552.26,4267.29,4482.60,141063700,4482.60
2008-07-01,4410.79,4448.05,4002.87,4392.36,196917500,4392.36
2008-06-02,5008.94,5012.01,4348.31,4434.85,186280900,4434.85
2008-05-02,5057.52,5142.10,4893.86,5014.28,138151400,5014.28
2008-04-01,4689.65,5030.76,4681.24,4996.54,153082000,4996.54
2008-03-03,4723.22,4782.86,4416.71,4707.07,194328700,4707.07
2008-02-01,4935.79,5027.26,4644.74,4790.66,186040800,4790.66
2008-01-02,5609.98,5665.94,4505.14,4869.79,226849100,4869.79
2007-12-03,5654.10,5795.22,5465.98,5614.08,127436500,5614.08
2007-11-01,5851.76,5855.35,5358.76,5670.57,170188600,5670.57
2007-10-01,5670.79,5882.07,5630.80,5847.95,143698900,5847.95
2007-09-03,5683.10,5752.89,5378.04,5715.69,167153700,5715.69
2007-08-01,5622.11,5766.56,5217.70,5662.70,173055400,5662.70
2007-07-02,6021.10,6156.16,5608.28,5751.08,148662700,5751.08
2007-06-01,6113.18,6168.15,5837.14,6054.93,155057300,6054.93
2007-05-02,5985.20,6121.87,5927.51,6104.00,125711800,6104.00
2007-04-02,5623.40,5981.55,5609.28,5960.04,127456100,5960.04
2007-03-01,5502.09,5674.26,5295.58,5634.16,155577600,5634.16
2007-02-01,5664.09,5771.69,5458.65,5516.32,138468300,5516.32
2007-01-02,5575.76,5658.08,5473.47,5608.31,137496500,5608.31
2006-12-01,5341.62,5553.86,5239.84,5541.76,122173100,5541.76
2006-11-01,5351.36,5518.43,5272.47,5327.64,115825300,5327.64
2006-10-02,5268.63,5458.21,5196.07,5348.73,120051200,5348.73
2006-09-01,5181.98,5285.34,5018.18,5250.01,117732400,5250.01
2006-08-01,5010.95,5196.91,4932.41,5165.04,93804300,5165.04
2006-07-03,4967.07,5034.06,4710.61,5009.42,111197100,5009.42
2006-06-01,4927.13,5023.17,4564.69,4965.96,147601300,4965.96
2006-05-02,5187.34,5329.16,4798.81,4930.18,154025100,4930.18
2006-04-03,5251.56,5261.60,5058.35,5188.40,118209500,5188.40
2006-03-01,5008.71,5247.31,4927.59,5220.85,128660500,5220.85
2006-02-01,4946.77,5085.20,4875.80,5000.45,128054800,5000.45
2006-01-02,4731.92,4970.21,4719.33,4947.99,124334400,4947.99
2005-12-01,4581.73,4780.05,4580.18,4715.23,86297300,4715.23
2005-11-01,4432.91,4633.44,4398.64,4567.41,104202800,4567.41
2005-10-03,4610.01,4651.11,4288.15,4436.45,110502400,4436.45
2005-09-01,4423.70,4620.85,4392.74,4600.02,106017100,4600.02
2005-08-01,4457.49,4527.11,4313.34,4399.36,79812200,4399.36
2005-07-01,4224.66,4483.47,4089.27,4451.74,111489000,4451.74
2005-06-01,4125.85,4254.80,4123.77,4229.35,104783600,4229.35
2005-05-02,3928.71,4142.54,3920.88,4120.73,89529900,4120.73
2005-04-01,4068.00,4143.93,3882.42,3911.71,108207600,3911.71
2005-03-01,4025.84,4108.00,4009.01,4067.78,92930600,4067.78
2005-02-01,3914.21,4056.69,3908.80,4027.16,105310900,4027.16
2005-01-03,3830.58,3913.92,3804.92,3913.69,90798300,3913.69
2004-12-01,3751.74,3838.88,3735.55,3821.16,79725000,3821.16
2004-11-01,3697.94,3856.01,3697.94,3753.75,96429400,3753.75
2004-10-01,3656.30,3787.39,3599.37,3706.82,74434700,3706.82
2004-09-01,3606.08,3740.51,3601.07,3640.61,000,3640.61
2004-08-02,3622.85,3656.57,3452.41,3594.28,000,3594.28
2004-07-01,3749.31,3773.64,3530.96,3647.10,000,3647.10
2004-06-01,3668.14,3778.76,3613.42,3732.99,000,3732.99
2004-05-03,3652.30,3734.69,3520.61,3669.63,000,3669.63
2004-04-01,3647.96,3831.54,3624.19,3674.28,000,3674.28
2004-03-01,3735.30,3789.33,3489.53,3625.23,000,3625.23
2004-02-02,3660.29,3765.66,3594.71,3725.44,000,3725.44
2004-01-02,3563.39,3724.29,3548.18,3638.44,000,3638.44
2003-12-01,3450.66,3566.76,3417.56,3557.90,000,3557.90
2003-11-03,3381.98,3472.83,3287.93,3424.79,000,3424.79
2003-10-01,3137.10,3417.64,3122.36,3373.20,000,3373.20
2003-09-01,3335.54,3435.79,3110.93,3134.99,000,3134.99
2003-08-01,3200.81,3353.94,3105.37,3311.42,000,3311.42
2003-07-01,3085.59,3220.55,3008.72,3210.27,000,3210.27
2003-06-02,3018.66,3228.60,2990.32,3084.10,000,3084.10
2003-05-02,2945.41,3070.62,2814.34,2991.75,000,2991.75
2003-04-01,2627.72,3015.42,2599.28,2953.67,000,2953.67
2003-03-03,2770.68,2909.96,2401.15,2618.46,000,2618.46
2003-02-03,2973.93,2983.99,2633.19,2754.07,000,2754.07
2003-01-02,3057.06,3232.34,2733.51,2937.88,000,2937.88
2002-12-02,3327.07,3393.04,2984.02,3063.91,000,3063.91
2002-11-01,3125.20,3360.29,2979.43,3326.65,000,3326.65
2002-10-01,2789.69,3236.15,2612.03,3150.04,000,3150.04
2002-09-02,3345.64,3402.30,2666.04,2777.45,000,2777.45
2002-08-01,3426.94,3601.41,3013.80,3366.21,000,3366.21
2002-07-01,3886.12,3973.93,2898.60,3415.38,000,3415.38
2002-06-03,4247.58,4294.50,3561.24,3897.99,000,3897.99
2002-05-02,4474.63,4497.46,4239.72,4274.64,000,4274.64
2002-04-02,4673.03,4688.16,4390.98,4462.74,000,4462.74
2002-03-01,4442.40,4696.18,4436.94,4688.02,000,4688.02
2002-02-01,4483.90,4499.68,4210.30,4462.99,000,4462.99
2002-01-02,4617.95,4720.04,4385.57,4461.87,000,4461.87
2001-12-03,4439.55,4735.21,4328.77,4624.58,000,4624.58
2001-11-01,4325.19,4686.62,4276.61,4476.06,000,4476.06
2001-10-01,4097.22,4546.42,3914.39,4341.29,000,4341.29
2001-09-03,4712.09,4712.09,3463.07,4079.02,000,4079.02
2001-08-01,5073.75,5204.20,4668.19,4689.34,000,4689.34
2001-07-02,5215.75,5299.90,4773.17,5085.51,000,5085.51
2001-06-01,5453.29,5546.60,4967.61,5225.33,000,5225.33
2001-05-02,5661.08,5728.52,5378.36,5454.19,000,5454.19
2001-04-02,5218.48,5653.14,4872.92,5640.03,000,5640.03
2001-03-01,5334.23,5507.26,4804.40,5180.45,000,5180.45
2001-02-01,5936.31,5970.30,5302.79,5367.48,000,5367.48
2001-01-02,5956.15,5999.18,5603.92,5998.49,000,5998.49
2000-12-01,5942.36,6126.41,5673.87,5926.42,000,5926.42
2000-11-01,6434.90,6459.50,5893.54,5928.08,000,5928.08
2000-10-02,6150.49,6434.50,5828.14,6397.66,000,6397.66
2000-09-01,6648.64,6944.77,6085.40,6266.63,000,6266.63
2000-08-01,6524.67,6712.30,6354.93,6625.42,000,6625.42
2000-07-03,6462.03,6631.48,6374.52,6542.49,000,6542.49
2000-06-01,6428.46,6780.66,6391.64,6446.54,000,6446.54
2000-05-02,6489.04,6591.44,6003.90,6426.26,000,6426.26
2000-04-03,6382.28,6461.52,5752.44,6419.72,000,6419.72
2000-03-01,6272.13,6590.35,6144.07,6286.05,000,6286.05
2000-02-01,5700.87,6396.97,5700.87,6190.96,000,6190.96
2000-01-03,6024.38,6102.12,5388.85,5659.81,000,5659.81
1999-12-01,5315.75,5979.54,5312.89,5958.32,000,5958.32
1999-11-02,4872.88,5443.23,4831.82,5341.62,000,5341.62
1999-10-01,4588.80,4903.43,4452.93,4888.62,000,4888.62
1999-09-01,4606.80,4773.82,4499.87,4591.42,000,4591.42
1999-08-02,4321.18,4671.28,4197.38,4589.22,000,4589.22
1999-07-01,4608.58,4702.62,4291.94,4382.06,000,4382.06
1999-06-01,4323.08,4587.97,4282.79,4536.61,000,4536.61
1999-05-03,4413.72,4483.94,4243.22,4351.29,000,4351.29
1999-04-01,4154.75,4432.59,4150.79,4405.35,000,4405.35
1999-03-01,4096.27,4262.32,3986.58,4197.88,000,4197.88
1999-02-01,4310.69,4354.29,3954.56,4092.94,000,4092.94
1999-01-04,4030.44,4320.52,3845.77,4251.80,000,4251.80
1998-12-01,3756.98,3942.66,3584.42,3942.66,000,3942.66
1998-11-02,3552.45,3983.29,3502.76,3843.38,000,3843.38
1998-10-01,3129.34,3560.03,2881.21,3522.93,000,3522.93
1998-09-01,3563.51,3822.91,3185.51,3197.95,000,3197.95
1998-08-03,4091.62,4159.70,3584.26,3765.23,000,3765.23
1998-07-01,4260.74,4404.94,4094.89,4177.31,000,4177.31
1998-06-02,4061.94,4263.61,3947.94,4203.45,000,4203.45
1998-05-04,3948.47,4146.79,3900.17,4041.16,000,4041.16
1998-04-01,3885.30,3992.20,3667.00,3880.92,000,3880.92
1998-03-02,3420.80,3886.10,3329.40,3875.30,000,3875.30
1998-02-02,3206.30,3431.50,3147.80,3421.90,000,3421.90
1998-01-02,3012.00,3174.00,2809.70,3172.10,000,3172.10
1997-12-01,2878.40,3007.30,2815.70,2998.90,000,2998.90
1997-11-03,2746.00,2876.30,2649.50,2854.40,000,2854.40
1997-10-01,2999.10,3114.00,2475.00,2739.30,000,2739.30
1997-09-01,2796.40,3027.90,2781.40,3008.30,000,3008.30
1997-08-01,3097.20,3097.20,2764.10,2770.50,000,2770.50
1997-07-01,2866.10,3107.30,2830.70,3075.70,000,3075.70
1997-06-02,2512.60,2903.20,2498.80,2858.30,000,2858.30
1997-05-02,2646.10,2804.50,2536.10,2583.90,000,2583.90
1997-04-01,2585.10,2644.80,2487.80,2639.50,000,2639.50
1997-03-03,2616.90,2736.70,2541.50,2656.70,000,2656.70
1997-02-03,2519.70,2658.60,2498.80,2607.80,000,2607.80
1997-01-02,2305.90,2521.90,2251.50,2516.60,000,2516.60
1996-12-02,2308.00,2358.70,2171.60,2315.70,000,2315.70
1996-11-04,2121.60,2327.80,2121.60,2315.70,000,2315.70
1996-10-01,2131.50,2190.80,2116.80,2140.50,000,2140.50
1996-09-02,1972.70,2133.10,1949.70,2132.80,000,2132.80
1996-08-01,2003.00,2031.50,1962.40,1970.60,000,1970.60
1996-07-01,2110.90,2131.00,1939.60,1995.90,000,1995.90
1996-06-03,2105.40,2147.50,2073.10,2123.70,000,2123.70
1996-05-02,2154.90,2164.20,2074.60,2110.10,000,2110.10
1996-04-01,2059.40,2151.60,2041.10,2146.80,000,2146.80
1996-03-01,2004.50,2048.20,1919.10,2044.80,000,2044.80
1996-02-01,2021.10,2032.40,1914.00,1990.80,000,1990.80
1996-01-02,1873.40,2021.00,1873.10,2021.00,000,2021.00
1995-12-01,1828.40,1896.00,1766.60,1872.00,000,1872.00
1995-11-02,1835.10,1910.00,1805.60,1828.30,000,1828.30
1995-10-02,1788.30,1830.50,1713.30,1814.00,000,1814.00
1995-09-01,1885.70,1911.40,1747.50,1788.40,000,1788.40
1995-08-01,1929.70,1989.40,1873.00,1883.40,000,1883.40
1995-07-03,1858.70,1972.60,1856.50,1920.00,000,1920.00
1995-06-01,1963.40,1983.60,1850.70,1858.80,000,1858.80
1995-05-02,1912.90,2025.20,1912.90,1948.00,000,1948.00
1995-04-03,1847.80,1962.90,1838.60,1918.50,000,1918.50
1995-03-01,1786.80,1899.50,1711.80,1859.50,000,1859.50
1995-02-01,1811.10,1887.80,1769.70,1776.90,000,1776.90
1995-01-03,1883.40,1909.80,1764.40,1797.90,000,1797.90
1994-12-01,1976.20,2003.20,1873.10,1881.20,000,1881.20
1994-11-02,1880.40,1978.00,1867.50,1975.90,000,1975.90
1994-10-03,1865.30,1959.50,1796.80,1905.70,000,1905.70
1994-09-01,2064.80,2064.80,1856.50,1879.30,000,1879.30
1994-08-01,2077.20,2125.50,1962.40,2069.10,000,2069.10
1994-07-01,1899.30,2092.70,1854.80,2075.00,000,2075.00
1994-06-01,2043.40,2060.40,1856.30,1892.00,000,1892.00
1994-05-02,2178.10,2217.70,2013.60,2029.90,000,2029.90
1994-04-05,2067.80,2188.60,2057.20,2166.00,000,2166.00
1994-03-01,2241.70,2260.60,2069.40,2081.90,000,2081.90
1994-02-01,2339.10,2361.00,2178.20,2238.10,000,2238.10
1994-01-03,2263.00,2349.20,2217.80,2334.40,000,2334.40
1993-12-01,2118.60,2289.50,2112.60,2268.20,000,2268.20
1993-11-02,2174.30,2191.80,2056.90,2110.10,000,2110.10
1993-10-01,2114.40,2240.20,2102.80,2182.00,000,2182.00
1993-09-01,2205.10,2207.60,2052.00,2114.60,000,2114.60
1993-08-02,2131.20,2222.90,2085.80,2216.50,000,2216.50
1993-07-01,1982.70,2099.10,1909.80,2085.90,000,2085.90
1993-06-01,1870.80,1994.30,1853.30,1971.90,000,1971.90
1993-05-03,1925.30,1943.10,1821.30,1888.70,000,1888.70
1993-04-01,2023.20,2027.00,1899.20,1939.00,000,1939.00
1993-03-01,2005.20,2050.10,1927.20,2031.40,000,2031.40
1993-02-01,1766.30,1987.00,1766.30,1983.70,000,1983.70
1993-01-04,1834.50,1870.40,1755.90,1772.20,000,1772.20
1992-12-01,1771.90,1874.20,1707.10,1857.80,000,1857.80
1992-11-03,1770.10,1831.20,1660.40,1771.40,000,1771.40
1992-10-01,1758.40,1785.40,1577.70,1742.40,000,1742.40
1992-09-01,1680.30,1893.60,1659.80,1736.70,000,1736.70
1992-08-03,1755.50,1810.40,1640.90,1684.90,000,1684.90
1992-07-01,1893.00,1900.60,1715.40,1754.70,000,1754.70
1992-06-01,2027.90,2035.70,1880.50,1900.60,000,1900.60
1992-05-04,2023.70,2080.80,1995.20,2033.30,000,2033.30
1992-04-01,1933.40,2042.50,1899.90,2031.10,000,2031.10
1992-03-02,1974.80,1997.60,1877.50,1942.40,000,1942.40
1992-02-03,1869.10,2004.20,1840.30,1983.40,000,1983.40
1992-01-02,1755.30,1895.80,1746.60,1875.30,000,1875.30
1991-12-02,1720.10,1787.70,1610.20,1765.70,000,1765.70
1991-11-04,1854.70,1872.40,1731.50,1739.70,000,1739.70
1991-10-01,1888.00,1892.40,1825.60,1856.70,000,1856.70
1991-09-02,1859.90,1897.30,1838.00,1880.60,000,1880.60
1991-08-01,1762.10,1867.60,1663.30,1864.30,000,1864.30
1991-07-01,1767.70,1785.80,1697.10,1754.70,000,1754.70
1991-06-03,1864.50,1877.90,1734.50,1747.60,000,1747.60
1991-05-02,1793.00,1864.40,1785.50,1861.80,000,1861.80
1991-04-02,1815.00,1859.00,1762.00,1779.00,000,1779.00
1991-03-01,1746.00,1855.00,1726.00,1816.00,000,1816.00
1991-02-01,1577.00,1762.00,1565.00,1760.00,000,1760.00
1991-01-02,1504.00,1600.00,1425.00,1580.00,000,1580.00
1990-12-03,1628.00,1709.00,1498.00,1509.00,000,1509.00
1990-11-02,1630.00,1654.00,1549.00,1605.00,000,1605.00
1990-10-01,1515.00,1682.00,1511.00,1645.00,000,1645.00
1990-09-03,1668.00,1687.00,1472.00,1499.00,000,1499.00
1990-08-01,1959.00,1966.00,1507.00,1690.00,000,1690.00
1990-07-02,2025.00,2046.00,1945.00,1965.00,000,1965.00
1990-06-01,2102.00,2102.00,1972.00,2035.00,000,2035.00
1990-05-02,2056.00,2141.00,2048.00,2107.00,000,2107.00
1990-04-02,1951.00,2141.00,1937.00,2046.00,000,2046.00
1990-03-01,1836.00,1975.00,1827.00,1972.00,000,1972.00
